,Survey wave (calendar quarter),Equivalent financial quarter,Site ID,Location,Survey date,Weather,Time,Period,Direction,Start hour,Start minute,Number of private cycles,Number of cycle hire bikes,Total cycles,date
2092,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,17:00:00,PM peak (16:00-19:00),Northbound,17,0,24,4,28,2018-03-19 17:00:00
2093,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,17:15:00,PM peak (16:00-19:00),Northbound,17,15,29,2,31,2018-03-19 17:15:00
2094,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,17:30:00,PM peak (16:00-19:00),Northbound,17,30,35,4,39,2018-03-19 17:30:00
2095,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,17:45:00,PM peak (16:00-19:00),Northbound,17,45,43,8,51,2018-03-19 17:45:00
2096,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,18:00:00,PM peak (16:00-19:00),Northbound,18,0,46,5,51,2018-03-19 18:00:00
2097,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,18:15:00,PM peak (16:00-19:00),Northbound,18,15,38,7,45,2018-03-19 18:15:00
2098,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,18:30:00,PM peak (16:00-19:00),Northbound,18,30,32,4,36,2018-03-19 18:30:00
2099,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,18:45:00,PM peak (16:00-19:00),Northbound,18,45,25,3,28,2018-03-19 18:45:00
2100,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,19:00:00,Evening (19:00-22:00),Northbound,19,0,21,2,23,2018-03-19 19:00:00
2101,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,19:15:00,Evening (19:00-22:00),Northbound,19,15,17,4,21,2018-03-19 19:15:00
2102,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,19:30:00,Evening (19:00-22:00),Northbound,19,30,12,3,15,2018-03-19 19:30:00
2103,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,19:45:00,Evening (19:00-22:00),Northbound,19,45,14,2,16,2018-03-19 19:45:00
2104,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,20:00:00,Evening (19:00-22:00),Northbound,20,0,10,4,14,2018-03-19 20:00:00
2105,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,20:15:00,Evening (19:00-22:00),Northbound,20,15,6,2,8,2018-03-19 20:15:00
2106,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,20:30:00,Evening (19:00-22:00),Northbound,20,30,5,2,7,2018-03-19 20:30:00
2107,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,20:45:00,Evening (19:00-22:00),Northbound,20,45,3,1,4,2018-03-19 20:45:00
2108,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,21:00:00,Evening (19:00-22:00),Northbound,21,0,3,2,5,2018-03-19 21:00:00
2109,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,21:15:00,Evening (19:00-22:00),Northbound,21,15,5,0,5,2018-03-19 21:15:00
2110,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,21:30:00,Evening (19:00-22:00),Northbound,21,30,1,0,1,2018-03-19 21:30:00
2111,2018 Q1 (January-March),2017-18 Q4,CENCY001,Millbank (south of Thorney Street),2018-03-19,Dry,21:45:00,Evening (19:00-22:00),Northbound,21,45,1,1,2,2018-03-19 21:45:00
2176,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,06:00:00,Early Morning (06:00-07:00),Northbound,6,0,12,0,12,2018-06-18 06:00:00
2177,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,06:15:00,Early Morning (06:00-07:00),Northbound,6,15,25,2,27,2018-06-18 06:15:00
2178,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,06:30:00,Early Morning (06:00-07:00),Northbound,6,30,41,4,45,2018-06-18 06:30:00
2179,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,06:45:00,Early Morning (06:00-07:00),Northbound,6,45,58,6,64,2018-06-18 06:45:00
2180,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,07:00:00,AM peak (07:00-10:00),Northbound,7,0,97,8,105,2018-06-18 07:00:00
2181,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,07:15:00,AM peak (07:00-10:00),Northbound,7,15,122,12,134,2018-06-18 07:15:00
2182,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,07:30:00,AM peak (07:00-10:00),Northbound,7,30,173,11,184,2018-06-18 07:30:00
2183,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,07:45:00,AM peak (07:00-10:00),Northbound,7,45,218,14,232,2018-06-18 07:45:00
2184,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,08:00:00,AM peak (07:00-10:00),Northbound,8,0,264,25,289,2018-06-18 08:00:00
2185,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,08:15:00,AM peak (07:00-10:00),Northbound,8,15,292,23,315,2018-06-18 08:15:00
2186,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,08:30:00,AM peak (07:00-10:00),Northbound,8,30,311,21,332,2018-06-18 08:30:00
2187,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,08:45:00,AM peak (07:00-10:00),Northbound,8,45,284,16,300,2018-06-18 08:45:00
2188,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,09:00:00,AM peak (07:00-10:00),Northbound,9,0,181,10,191,2018-06-18 09:00:00
2189,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,09:15:00,AM peak (07:00-10:00),Northbound,9,15,132,12,144,2018-06-18 09:15:00
2190,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,09:30:00,AM peak (07:00-10:00),Northbound,9,30,81,10,91,2018-06-18 09:30:00
2191,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,09:45:00,AM peak (07:00-10:00),Northbound,9,45,58,2,60,2018-06-18 09:45:00
2192,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,10:00:00,Inter-peak (10:00-16:00),Northbound,10,0,54,5,59,2018-06-18 10:00:00
2193,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,10:15:00,Inter-peak (10:00-16:00),Northbound,10,15,36,4,40,2018-06-18 10:15:00
2194,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,10:30:00,Inter-peak (10:00-16:00),Northbound,10,30,19,2,21,2018-06-18 10:30:00
2195,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,10:45:00,Inter-peak (10:00-16:00),Northbound,10,45,22,5,27,2018-06-18 10:45:00
2196,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,11:00:00,Inter-peak (10:00-16:00),Northbound,11,0,19,0,19,2018-06-18 11:00:00
2197,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,11:15:00,Inter-peak (10:00-16:00),Northbound,11,15,12,3,15,2018-06-18 11:15:00
2198,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,11:30:00,Inter-peak (10:00-16:00),Northbound,11,30,7,1,8,2018-06-18 11:30:00
2199,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,11:45:00,Inter-peak (10:00-16:00),Northbound,11,45,4,2,6,2018-06-18 11:45:00
2200,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,12:00:00,Inter-peak (10:00-16:00),Northbound,12,0,7,0,7,2018-06-18 12:00:00
2201,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,12:15:00,Inter-peak (10:00-16:00),Northbound,12,15,5,1,6,2018-06-18 12:15:00
2202,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,12:30:00,Inter-peak (10:00-16:00),Northbound,12,30,9,0,9,2018-06-18 12:30:00
2203,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,12:45:00,Inter-peak (10:00-16:00),Northbound,12,45,4,4,8,2018-06-18 12:45:00
2204,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,13:00:00,Inter-peak (10:00-16:00),Northbound,13,0,8,1,9,2018-06-18 13:00:00
2205,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,13:15:00,Inter-peak (10:00-16:00),Northbound,13,15,6,3,9,2018-06-18 13:15:00
2206,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,13:30:00,Inter-peak (10:00-16:00),Northbound,13,30,5,2,7,2018-06-18 13:30:00
2207,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,13:45:00,Inter-peak (10:00-16:00),Northbound,13,45,8,1,9,2018-06-18 13:45:00
2208,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,14:00:00,Inter-peak (10:00-16:00),Northbound,14,0,4,1,5,2018-06-18 14:00:00
2209,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,14:15:00,Inter-peak (10:00-16:00),Northbound,14,15,5,0,5,2018-06-18 14:15:00
2210,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,14:30:00,Inter-peak (10:00-16:00),Northbound,14,30,8,2,10,2018-06-18 14:30:00
2211,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,14:45:00,Inter-peak (10:00-16:00),Northbound,14,45,5,1,6,2018-06-18 14:45:00
2212,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,15:00:00,Inter-peak (10:00-16:00),Northbound,15,0,8,0,8,2018-06-18 15:00:00
2213,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,15:15:00,Inter-peak (10:00-16:00),Northbound,15,15,7,1,8,2018-06-18 15:15:00
2214,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,15:30:00,Inter-peak (10:00-16:00),Northbound,15,30,5,4,9,2018-06-18 15:30:00
2215,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,15:45:00,Inter-peak (10:00-16:00),Northbound,15,45,10,2,12,2018-06-18 15:45:00
2216,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,16:00:00,PM peak (16:00-19:00),Northbound,16,0,12,1,13,2018-06-18 16:00:00
2217,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,16:15:00,PM peak (16:00-19:00),Northbound,16,15,14,4,18,2018-06-18 16:15:00
2218,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,16:30:00,PM peak (16:00-19:00),Northbound,16,30,19,5,24,2018-06-18 16:30:00
2219,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,16:45:00,PM peak (16:00-19:00),Northbound,16,45,21,3,24,2018-06-18 16:45:00
2220,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,17:00:00,PM peak (16:00-19:00),Northbound,17,0,18,7,25,2018-06-18 17:00:00
2221,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,17:15:00,PM peak (16:00-19:00),Northbound,17,15,27,8,35,2018-06-18 17:15:00
2222,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,17:30:00,PM peak (16:00-19:00),Northbound,17,30,34,12,46,2018-06-18 17:30:00
2223,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,17:45:00,PM peak (16:00-19:00),Northbound,17,45,40,8,48,2018-06-18 17:45:00
2224,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,18:00:00,PM peak (16:00-19:00),Northbound,18,0,37,15,52,2018-06-18 18:00:00
2225,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,18:15:00,PM peak (16:00-19:00),Northbound,18,15,39,9,48,2018-06-18 18:15:00
2226,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,18:30:00,PM peak (16:00-19:00),Northbound,18,30,28,5,33,2018-06-18 18:30:00
2227,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,18:45:00,PM peak (16:00-19:00),Northbound,18,45,22,6,28,2018-06-18 18:45:00
2228,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,19:00:00,Evening (19:00-22:00),Northbound,19,0,16,4,20,2018-06-18 19:00:00
2229,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,19:15:00,Evening (19:00-22:00),Northbound,19,15,18,2,20,2018-06-18 19:15:00
2230,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,19:30:00,Evening (19:00-22:00),Northbound,19,30,12,2,14,2018-06-18 19:30:00
2231,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,19:45:00,Evening (19:00-22:00),Northbound,19,45,14,1,15,2018-06-18 19:45:00
2232,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,20:00:00,Evening (19:00-22:00),Northbound,20,0,8,2,10,2018-06-18 20:00:00
2233,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,20:15:00,Evening (19:00-22:00),Northbound,20,15,6,3,9,2018-06-18 20:15:00
2234,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,20:30:00,Evening (19:00-22:00),Northbound,20,30,9,1,10,2018-06-18 20:30:00
2235,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,20:45:00,Evening (19:00-22:00),Northbound,20,45,5,0,5,2018-06-18 20:45:00
2236,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,21:00:00,Evening (19:00-22:00),Northbound,21,0,3,4,7,2018-06-18 21:00:00
2237,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,21:15:00,Evening (19:00-22:00),Northbound,21,15,4,0,4,2018-06-18 21:15:00
2238,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,21:30:00,Evening (19:00-22:00),Northbound,21,30,2,2,4,2018-06-18 21:30:00
2239,2018 Q2 (April-June),2018-19 Q1,CENCY001,Millbank (south of Thorney Street),2018-06-18,Dry,21:45:00,Evening (19:00-22:00),Northbound,21,45,2,0,2,2018-06-18 21:45:00
2304,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,06:00:00,Early Morning (06:00-07:00),Northbound,6,0,24,0,24,2018-09-24 06:00:00
2305,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,06:15:00,Early Morning (06:00-07:00),Northbound,6,15,39,1,40,2018-09-24 06:15:00
2306,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,06:30:00,Early Morning (06:00-07:00),Northbound,6,30,56,2,58,2018-09-24 06:30:00
2307,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,06:45:00,Early Morning (06:00-07:00),Northbound,6,45,71,4,75,2018-09-24 06:45:00
2308,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,07:00:00,AM peak (07:00-10:00),Northbound,7,0,114,3,117,2018-09-24 07:00:00
2309,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,07:15:00,AM peak (07:00-10:00),Northbound,7,15,177,3,180,2018-09-24 07:15:00
2310,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,07:30:00,AM peak (07:00-10:00),Northbound,7,30,214,5,219,2018-09-24 07:30:00
2311,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,07:45:00,AM peak (07:00-10:00),Northbound,7,45,268,8,276,2018-09-24 07:45:00
2312,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,08:00:00,AM peak (07:00-10:00),Northbound,8,0,311,20,331,2018-09-24 08:00:00
2313,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,08:15:00,AM peak (07:00-10:00),Northbound,8,15,351,23,374,2018-09-24 08:15:00
2314,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,08:30:00,AM peak (07:00-10:00),Northbound,8,30,322,9,331,2018-09-24 08:30:00
2315,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,08:45:00,AM peak (07:00-10:00),Northbound,8,45,296,13,309,2018-09-24 08:45:00
2316,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,09:00:00,AM peak (07:00-10:00),Northbound,9,0,167,7,174,2018-09-24 09:00:00
2317,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,09:15:00,AM peak (07:00-10:00),Northbound,9,15,152,9,161,2018-09-24 09:15:00
2318,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,09:30:00,AM peak (07:00-10:00),Northbound,9,30,86,4,90,2018-09-24 09:30:00
2319,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,09:45:00,AM peak (07:00-10:00),Northbound,9,45,31,5,36,2018-09-24 09:45:00
2320,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,10:00:00,Inter-peak (10:00-16:00),Northbound,10,0,27,0,27,2018-09-24 10:00:00
2321,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,10:15:00,Inter-peak (10:00-16:00),Northbound,10,15,25,3,28,2018-09-24 10:15:00
2322,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,10:30:00,Inter-peak (10:00-16:00),Northbound,10,30,16,3,19,2018-09-24 10:30:00
2323,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,10:45:00,Inter-peak (10:00-16:00),Northbound,10,45,15,2,17,2018-09-24 10:45:00
2324,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,11:00:00,Inter-peak (10:00-16:00),Northbound,11,0,9,0,9,2018-09-24 11:00:00
2325,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,11:15:00,Inter-peak (10:00-16:00),Northbound,11,15,8,1,9,2018-09-24 11:15:00
2326,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,11:30:00,Inter-peak (10:00-16:00),Northbound,11,30,9,3,12,2018-09-24 11:30:00
2327,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,11:45:00,Inter-peak (10:00-16:00),Northbound,11,45,8,1,9,2018-09-24 11:45:00
2328,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,12:00:00,Inter-peak (10:00-16:00),Northbound,12,0,8,0,8,2018-09-24 12:00:00
2329,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,12:15:00,Inter-peak (10:00-16:00),Northbound,12,15,10,3,13,2018-09-24 12:15:00
2330,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,12:30:00,Inter-peak (10:00-16:00),Northbound,12,30,9,5,14,2018-09-24 12:30:00
2331,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,12:45:00,Inter-peak (10:00-16:00),Northbound,12,45,9,4,13,2018-09-24 12:45:00
2332,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,13:00:00,Inter-peak (10:00-16:00),Northbound,13,0,7,3,10,2018-09-24 13:00:00
2333,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,13:15:00,Inter-peak (10:00-16:00),Northbound,13,15,12,0,12,2018-09-24 13:15:00
2334,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,13:30:00,Inter-peak (10:00-16:00),Northbound,13,30,8,3,11,2018-09-24 13:30:00
2335,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,13:45:00,Inter-peak (10:00-16:00),Northbound,13,45,6,2,8,2018-09-24 13:45:00
2336,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,14:00:00,Inter-peak (10:00-16:00),Northbound,14,0,9,4,13,2018-09-24 14:00:00
2337,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,14:15:00,Inter-peak (10:00-16:00),Northbound,14,15,11,3,14,2018-09-24 14:15:00
2338,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,14:30:00,Inter-peak (10:00-16:00),Northbound,14,30,5,5,10,2018-09-24 14:30:00
2339,2018 Q3 (July-September),2018-19 Q2,CENCY001,Millbank (south of Thorney Street),2018-09-24,Dry,14:45:00,Inter-peak (10:00-16:00),Northbound,14,45,4,3,7,2018-09-24 14:45:00
